,Unnamed: 0,Unnamed: 0.1,text,context,line_number,column,absolute_offset,match_type,file_name,file_loc,file_byte_size,package_import_path,module_path,module_version,project_name,file_copy_path,label
18,18,18,"	return *(*[]byte)(unsafe.Pointer(&reflect.SliceHeader{
","}

// key returns a byte slice of the node key.
func (n *leafPageElement) key() []byte {
	return *(*[]byte)(unsafe.Pointer(&reflect.SliceHeader{
		Data: uintptr(unsafe.Pointer(n)) + uintptr(n.pos),
		Len:  int(n.ksize),
		Cap:  int(n.ksize),
	}))
}
",135.0,35.0,3350.0,reflect.SliceHeader,page.go,5445.0,219.0,go.etcd.io/bbolt,go.etcd.io/bbolt,v1.3.4,etcd-io/etcd,go.etcd.io/bbolt/page.go,vuln:create_sliceheader
19,19,19,"	return *(*[]byte)(unsafe.Pointer(&reflect.SliceHeader{
","}

// value returns a byte slice of the node value.
func (n *leafPageElement) value() []byte {
	return *(*[]byte)(unsafe.Pointer(&reflect.SliceHeader{
		Data: uintptr(unsafe.Pointer(n)) + uintptr(n.pos) + uintptr(n.ksize),
		Len:  int(n.vsize),
		Cap:  int(n.vsize),
	}))
}
",144.0,35.0,3603.0,reflect.SliceHeader,page.go,5445.0,219.0,go.etcd.io/bbolt,go.etcd.io/bbolt,v1.3.4,etcd-io/etcd,go.etcd.io/bbolt/page.go,vuln:create_sliceheader
20,20,20,"		b := *(*[]byte)(unsafe.Pointer(&reflect.SliceHeader{
","		// Create a slice to write into of needed size and advance
		// byte pointer for next iteration.
		klen, vlen := len(item.key), len(item.value)
		sz := klen + vlen
		b := *(*[]byte)(unsafe.Pointer(&reflect.SliceHeader{
			Data: bp,
			Len:  sz,
			Cap:  sz,
		}))
		bp += uintptr(sz)
",234.0,34.0,6139.0,reflect.SliceHeader,node.go,16185.0,607.0,go.etcd.io/bbolt,go.etcd.io/bbolt,v1.3.4,etcd-io/etcd,go.etcd.io/bbolt/node.go,vuln:create_sliceheader
21,21,21,"			buf := *(*[]byte)(unsafe.Pointer(&reflect.SliceHeader{
","				sz = maxAllocSize - 1
			}

			// Write chunk to disk.
			buf := *(*[]byte)(unsafe.Pointer(&reflect.SliceHeader{
				Data: ptr,
				Len:  sz,
				Cap:  sz,
			}))
			if _, err := tx.db.ops.writeAt(buf, offset); err != nil {
",540.0,37.0,14807.0,reflect.SliceHeader,tx.go,19979.0,735.0,go.etcd.io/bbolt,go.etcd.io/bbolt,v1.3.4,etcd-io/etcd,go.etcd.io/bbolt/tx.go,vuln:create_sliceheader
22,22,22,"		buf := *(*[]byte)(unsafe.Pointer(&reflect.SliceHeader{
","		if int(p.overflow) != 0 {
			continue
		}

		buf := *(*[]byte)(unsafe.Pointer(&reflect.SliceHeader{
			Data: uintptr(unsafe.Pointer(p)),
			Len:  tx.db.pageSize,
			Cap:  tx.db.pageSize,
		}))

",579.0,36.0,15626.0,reflect.SliceHeader,tx.go,19979.0,735.0,go.etcd.io/bbolt,go.etcd.io/bbolt,v1.3.4,etcd-io/etcd,go.etcd.io/bbolt/tx.go,vuln:create_sliceheader
23,23,23,"	bh := (*reflect.SliceHeader)(unsafe.Pointer(&b))
","func Sum64String(s string) uint64 {
	// See https://groups.google.com/d/msg/golang-nuts/dcjzJy-bSpw/tcZYBzQqAQAJ
	// for some discussion about this unsafe conversion.
	var b []byte
	bh := (*reflect.SliceHeader)(unsafe.Pointer(&b))
	bh.Data = (*reflect.StringHeader)(unsafe.Pointer(&s)).Data
	bh.Len = len(s)
	bh.Cap = len(s)
	return Sum64(b)
}
",25.0,9.0,743.0,reflect.SliceHeader,xxhash_unsafe.go,906.0,30.0,github.com/cespare/xxhash,github.com/cespare/xxhash,v1.1.0,prometheus/prometheus,github.com/cespare/xxhash/xxhash_unsafe.go,cast:str_to_slice
24,24,24,"func (m *MMap) header() *reflect.SliceHeader {
","	}
	return mmap(length, uintptr(prot), uintptr(flags), fd, offset)
}

func (m *MMap) header() *reflect.SliceHeader {
	return (*reflect.SliceHeader)(unsafe.Pointer(m))
}

func (m *MMap) addrLen() (uintptr, uintptr) {
	header := m.header()
",80.0,25.0,2523.0,reflect.SliceHeader,mmap.go,3653.0,117.0,github.com/edsrzf/mmap-go,github.com/edsrzf/mmap-go,v1.0.0,prometheus/prometheus,github.com/edsrzf/mmap-go/mmap.go,wrap:newSliceHeader
25,25,25,"	return (*reflect.SliceHeader)(unsafe.Pointer(m))
","	return mmap(length, uintptr(prot), uintptr(flags), fd, offset)
}

func (m *MMap) header() *reflect.SliceHeader {
	return (*reflect.SliceHeader)(unsafe.Pointer(m))
}

func (m *MMap) addrLen() (uintptr, uintptr) {
	header := m.header()
	return header.Data, uintptr(header.Len)
",81.0,10.0,2570.0,reflect.SliceHeader,mmap.go,3653.0,117.0,github.com/edsrzf/mmap-go,github.com/edsrzf/mmap-go,v1.0.0,prometheus/prometheus,github.com/edsrzf/mmap-go/mmap.go,wrap:newSliceHeader
26,26,26,"	src := *(*reflect.SliceHeader)(unsafe.Pointer(&in))
","//
// It is unsafe, and is intended to prepare input to short-lived functions
// that require strings.
func unsafeBytesToString(in []byte) string {
	src := *(*reflect.SliceHeader)(unsafe.Pointer(&in))
	dst := reflect.StringHeader{
		Data: src.Data,
		Len:  src.Len,
	}
	s := *(*string)(unsafe.Pointer(&dst))
",37.0,11.0,1146.0,reflect.SliceHeader,inline_strconv_parse.go,1318.0,44.0,github.com/influxdata/influxdb/models,github.com/influxdata/influxdb,v1.7.7,prometheus/prometheus,github.com/influxdata/influxdb/models/inline_strconv_parse.go,vuln:create_sliceheader
27,27,27,"	bytesHeader := (*reflect.SliceHeader)(unsafe.Pointer(&b))
","	""unsafe""
)

func BytesToString(b []byte) string {
	bytesHeader := (*reflect.SliceHeader)(unsafe.Pointer(&b))
	strHeader := reflect.StringHeader{bytesHeader.Data, bytesHeader.Len}
	return *(*string)(unsafe.Pointer(&strHeader))
}
",11.0,18.0,111.0,reflect.SliceHeader,unsafe.go,289.0,14.0,gopkg.in/redis.v5/internal,gopkg.in/redis.v5,v5.2.9,containous/traefik,gopkg.in/redis.v5/internal/unsafe.go,vuln:create_sliceheader
28,28,28,"	return *(*[]byte)(unsafe.Pointer(&reflect.SliceHeader{
","
// unsafe cast string as []byte
func unsafestr(b string) []byte {
	l := len(b)
	return *(*[]byte)(unsafe.Pointer(&reflect.SliceHeader{
		Len:  l,
		Cap:  l,
		Data: (*reflect.StringHeader)(unsafe.Pointer(&b)).Data,
	}))
}
",13.0,35.0,147.0,reflect.SliceHeader,writer_unsafe.go,290.0,18.0,github.com/philhofer/fwd,github.com/philhofer/fwd,v1.0.0,containous/traefik,github.com/philhofer/fwd/writer_unsafe.go,vuln:create_sliceheader
29,29,29,"	return *(*[]byte)(unsafe.Pointer(&reflect.SliceHeader{
","// THIS SHOULD ONLY BE USED BY THE CODE GENERATOR.
// THIS IS EVIL CODE.
// YOU HAVE BEEN WARNED.
func UnsafeBytes(s string) []byte {
	return *(*[]byte)(unsafe.Pointer(&reflect.SliceHeader{
		Len:  len(s),
		Cap:  len(s),
		Data: (*(*reflect.StringHeader)(unsafe.Pointer(&s))).Data,
	}))
}
",35.0,35.0,838.0,reflect.SliceHeader,unsafe.go,994.0,40.0,github.com/tinylib/msgp/msgp,github.com/tinylib/msgp,v1.0.2,containous/traefik,github.com/tinylib/msgp/msgp/unsafe.go,vuln:create_sliceheader
30,30,30,"	src := *(*reflect.SliceHeader)(unsafe.Pointer(&in))
","//
// It is unsafe, and is intended to prepare input to short-lived functions
// that require strings.
func unsafeBytesToString(in []byte) string {
	src := *(*reflect.SliceHeader)(unsafe.Pointer(&in))
	dst := reflect.StringHeader{
		Data: src.Data,
		Len:  src.Len,
	}
	s := *(*string)(unsafe.Pointer(&dst))
",37.0,11.0,1154.0,reflect.SliceHeader,inline_strconv_parse.go,1326.0,44.0,github.com/influxdata/influxdb1-client/models,github.com/influxdata/influxdb1-client,v0.0.0-20190809212627-fc22c7df067e,containous/traefik,github.com/influxdata/influxdb1-client/models/inline_strconv_parse.go,vuln:create_sliceheader
31,31,31,"func (m *MMap) header() *reflect.SliceHeader {
","	}
	return mmap(length, uintptr(prot), uintptr(flags), fd, offset)
}

func (m *MMap) header() *reflect.SliceHeader {
	return (*reflect.SliceHeader)(unsafe.Pointer(m))
}

// Lock keeps the mapped region in physical memory, ensuring that it will not be
// swapped out.
",76.0,25.0,2387.0,reflect.SliceHeader,mmap.go,3565.0,112.0,github.com/edsrzf/mmap-go,github.com/edsrzf/mmap-go,v0.0.0-20160512033002-935e0e8a636c,ethereum/go-ethereum,github.com/edsrzf/mmap-go/mmap.go,wrap:newSliceHeader
32,32,32,"	return (*reflect.SliceHeader)(unsafe.Pointer(m))
","	return mmap(length, uintptr(prot), uintptr(flags), fd, offset)
}

func (m *MMap) header() *reflect.SliceHeader {
	return (*reflect.SliceHeader)(unsafe.Pointer(m))
}

// Lock keeps the mapped region in physical memory, ensuring that it will not be
// swapped out.
func (m MMap) Lock() error {
",77.0,10.0,2434.0,reflect.SliceHeader,mmap.go,3565.0,112.0,github.com/edsrzf/mmap-go,github.com/edsrzf/mmap-go,v0.0.0-20160512033002-935e0e8a636c,ethereum/go-ethereum,github.com/edsrzf/mmap-go/mmap.go,wrap:newSliceHeader
33,33,33,"	pbytes := (*reflect.SliceHeader)(unsafe.Pointer(&b))
","
// no copy to change slice to string
// use your own risk
func String(b []byte) (s string) {
	pbytes := (*reflect.SliceHeader)(unsafe.Pointer(&b))
	pstring := (*reflect.StringHeader)(unsafe.Pointer(&s))
	pstring.Data = pbytes.Data
	pstring.Len = pbytes.Len
	return
}
",11.0,13.0,140.0,reflect.SliceHeader,hack.go,607.0,27.0,github.com/siddontang/go/hack,github.com/siddontang/go,v0.0.0-20180604090527-bdc77568d726,astaxie/beego,github.com/siddontang/go/hack/hack.go,cast:slice_to_str
34,34,34,"	pbytes := (*reflect.SliceHeader)(unsafe.Pointer(&b))
","
// no copy to change string to slice
// use your own risk
func Slice(s string) (b []byte) {
	pbytes := (*reflect.SliceHeader)(unsafe.Pointer(&b))
	pstring := (*reflect.StringHeader)(unsafe.Pointer(&s))
	pbytes.Data = pstring.Data
	pbytes.Len = pstring.Len
	pbytes.Cap = pstring.Len
	return
",21.0,13.0,407.0,reflect.SliceHeader,hack.go,607.0,27.0,github.com/siddontang/go/hack,github.com/siddontang/go,v0.0.0-20180604090527-bdc77568d726,astaxie/beego,github.com/siddontang/go/hack/hack.go,cast:str_to_slice
35,35,35,"	b := *(*[]byte)(unsafe.Pointer(&reflect.SliceHeader{
","}

func (d *sqlDigester) doDigestNormalized(normalized string) (result string) {
	hdr := *(*reflect.StringHeader)(unsafe.Pointer(&normalized))
	b := *(*[]byte)(unsafe.Pointer(&reflect.SliceHeader{
		Data: hdr.Data,
		Len:  hdr.Len,
		Cap:  hdr.Len,
	}))
	d.hasher.Write(b)
",95.0,33.0,2950.0,reflect.SliceHeader,digester.go,8563.0,383.0,github.com/pingcap/parser,github.com/pingcap/parser,v0.0.0-20200413043052-ef80f4de418c,pingcap/tidb,github.com/pingcap/parser/digester.go,vuln:create_sliceheader
36,36,36,"	sh := (*reflect.SliceHeader)(unsafe.Pointer(stringbuf))
","}

func parse_string_simd(buf []byte, stringbuf *[]byte) bool {

	sh := (*reflect.SliceHeader)(unsafe.Pointer(stringbuf))

	src := uintptr(unsafe.Pointer(&buf[0])) + 1 // Advance buffer by one in order to skip opening quote
	string_buf_loc := uintptr(unsafe.Pointer(sh.Data)) + uintptr(sh.Len)
	dst := string_buf_loc

",47.0,9.0,1444.0,reflect.SliceHeader,parse_string_amd64.go,1861.0,58.0,github.com/minio/simdjson-go,github.com/minio/simdjson-go,v0.1.5-0.20200303142138-b17fe061ea37,minio/minio,github.com/minio/simdjson-go/parse_string_amd64.go,no_idea
37,37,37,"		rawh := reflect.SliceHeader{Data: rawhi.Data, Len: rawhi.Len}
","		// safely get the string headers
		rawhi := *(*reflect.StringHeader)(unsafe.Pointer(&result.Raw))
		strhi := *(*reflect.StringHeader)(unsafe.Pointer(&result.Str))
		// create byte slice headers
		rawh := reflect.SliceHeader{Data: rawhi.Data, Len: rawhi.Len}
		strh := reflect.SliceHeader{Data: strhi.Data, Len: strhi.Len}
		if strh.Data == 0 {
			// str is nil
			if rawh.Data == 0 {
				// raw is nil
",23.0,10.0,660.0,reflect.SliceHeader,gjson_ngae.go,2565.0,81.0,github.com/tidwall/gjson,github.com/tidwall/gjson,v1.3.5,minio/minio,github.com/tidwall/gjson/gjson_ngae.go,cast:any_to_slice
38,38,38,"		strh := reflect.SliceHeader{Data: strhi.Data, Len: strhi.Len}
","		rawhi := *(*reflect.StringHeader)(unsafe.Pointer(&result.Raw))
		strhi := *(*reflect.StringHeader)(unsafe.Pointer(&result.Str))
		// create byte slice headers
		rawh := reflect.SliceHeader{Data: rawhi.Data, Len: rawhi.Len}
		strh := reflect.SliceHeader{Data: strhi.Data, Len: strhi.Len}
		if strh.Data == 0 {
			// str is nil
			if rawh.Data == 0 {
				// raw is nil
				result.Raw = """"
",24.0,10.0,724.0,reflect.SliceHeader,gjson_ngae.go,2565.0,81.0,github.com/tidwall/gjson,github.com/tidwall/gjson,v1.3.5,minio/minio,github.com/tidwall/gjson/gjson_ngae.go,vuln:create_sliceheader
39,39,39,"	return *(*[]byte)(unsafe.Pointer(&reflect.SliceHeader{
","	}
}

func stringBytes(s string) []byte {
	return *(*[]byte)(unsafe.Pointer(&reflect.SliceHeader{
		Data: (*reflect.StringHeader)(unsafe.Pointer(&s)).Data,
		Len:  len(s),
		Cap:  len(s),
	}))
}
",72.0,35.0,2334.0,reflect.SliceHeader,gjson_ngae.go,2565.0,81.0,github.com/tidwall/gjson,github.com/tidwall/gjson,v1.3.5,minio/minio,github.com/tidwall/gjson/gjson_ngae.go,vuln:create_sliceheader
40,40,40,"					jsonbh := reflect.SliceHeader{
","			}
			if inplace && sz <= len(jstr) {
				if !stringify || !mustMarshalString(raw) {
					jsonh := *(*reflect.StringHeader)(unsafe.Pointer(&jstr))
					jsonbh := reflect.SliceHeader{
						Data: jsonh.Data, Len: jsonh.Len, Cap: jsonh.Len}
					jbytes := *(*[]byte)(unsafe.Pointer(&jsonbh))
					if stringify {
						jbytes[res.Index] = '""'
						copy(jbytes[res.Index+1:], []byte(raw))
",29.0,15.0,639.0,reflect.SliceHeader,sjson_ngae.go,5846.0,191.0,github.com/tidwall/sjson,github.com/tidwall/sjson,v1.0.4,minio/minio,github.com/tidwall/sjson/sjson_ngae.go,vuln:create_sliceheader
41,41,41,"	jsonbh := reflect.SliceHeader{Data: jsonh.Data, Len: jsonh.Len}
","			opts.ReplaceInPlace = false
		}
	}
	jsonh := *(*reflect.StringHeader)(unsafe.Pointer(&json))
	jsonbh := reflect.SliceHeader{Data: jsonh.Data, Len: jsonh.Len}
	jsonb := *(*[]byte)(unsafe.Pointer(&jsonbh))
	res, err := SetBytesOptions(jsonb, path, value, opts)
	return string(res), err
}

",97.0,11.0,2647.0,reflect.SliceHeader,sjson_ngae.go,5846.0,191.0,github.com/tidwall/sjson,github.com/tidwall/sjson,v1.0.4,minio/minio,github.com/tidwall/sjson/sjson_ngae.go,vuln:create_sliceheader
42,42,42,"	sh := (*reflect.SliceHeader)(unsafe.Pointer(&b))
","// THIS SHOULD ONLY BE USED BY THE CODE GENERATOR.
// THIS IS EVIL CODE.
// YOU HAVE BEEN WARNED.
func UnsafeString(b []byte) string {
	sh := (*reflect.SliceHeader)(unsafe.Pointer(&b))
	return *(*string)(unsafe.Pointer(&reflect.StringHeader{Data: sh.Data, Len: sh.Len}))
}

// UnsafeBytes returns the string as a byte slice
// THIS SHOULD ONLY BE USED BY THE CODE GENERATOR.
",27.0,9.0,550.0,reflect.SliceHeader,unsafe.go,1029.0,41.0,github.com/tinylib/msgp/msgp,github.com/tinylib/msgp,v1.1.1,minio/minio,github.com/tinylib/msgp/msgp/unsafe.go,vuln:create_sliceheader
